"","Title","Author","Year","URL","Booktitle"
"4158","A new approach to learn the projection of latent Causal Bayesian Networks","Olsen, M.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349519378&partnerID=40&md5=ad76ef2f52cba1912bd30f8451cb3645","Theory of Computing Systems"
"4159","Architecting ultra-large-scale green information systems","Kapur, P.K., Shatnawi, O., Aggarwal, A.G., Kumar, R.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-67849086885&partnerID=40&md5=163add85ef813373b334e8b8173799b4","WSEAS Transactions on Systems"
"4160","Augmenting test suites automatically","Burden, F.R., Winkler, D.A.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-67949124727&partnerID=40&md5=1af88d881382e9e33c9a1cb3d13acc93","QSAR and Combinatorial Science"
"4161","A heuristic model-based test prioritization method for regression testing","Soto, J.P., Vizcano, A., Portillo, J., Piattini, M., Kusche, O.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-68249139752&partnerID=40&md5=178070f3e8a27a71c3ad7e2fd7d85e62","Inteligencia Artificial"
"4162","Search based design of software product lines architectures","Roldán, M., Durán, F., Vallecillo, A.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-67650409772&partnerID=40&md5=f4c96108499822b1017bce351ee9bb0a","Science of Computer Programming"
"4163","Using consensus clustering for multi-view anomaly detection","Jaeger, M.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-67949095827&partnerID=40&md5=af644ebafa5056944b83443faa57d55a","Information and Computation"
"4164","Predicting mutation score using source code and test suite metrics","Kiyavash, N., Moulin, P., Kalker, T.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-69749105672&partnerID=40&md5=aae570f9f7575f906f7bf7d12cd53472","IEEE Transactions on Information Forensics and Security"
"4165","Specification patterns from research to industry: A case study in service-based applications","Shedden, K., Yang, Y., Rosania, G.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-77950225611&partnerID=40&md5=76c5bf98d0aa3652586c3dd0a2f072b5","Statistical Analysis and Data Mining"
"4166","Multi-objective optimization algorithms applied to the class integration and test order problem","Xiong, R., Fern, J.T., Keffer, D.J., Fuentes-Cabrera, M., Nicholson, D.M.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-73149104900&partnerID=40&md5=0fc622b45bc3dfc44a5dc94fa64f35a4","Molecular Simulation"
"4167","Validation of nonlinear PCA","Peng, S.-L., Li, S.-S., Liao, X.-K., Peng, Y.-X., Xiao, N.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349608496&partnerID=40&md5=5ee79635354398af50efc8e49145e007","Journal of Computer Science and Technology"
"4168","Implicit Acquisition of Grammars With Crossed and Nested Non-Adjacent Dependencies: Investigating the Push-Down Stack Model","Song, X.-f., Chen, W.-m., Chen, Y.-P.P., Jiang, B.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-67650113615&partnerID=40&md5=98355be568f714377553c09b216b6508","Information Processing and Management"
"4169","An empirical evaluation of several test-a-few strategies for testing particular conditions","Zhu, X., Yu, Y., Guo, X.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-69349098295&partnerID=40&md5=06cd2972fdcf15bd0c66cfa899f6418a","Proceedings of the 1st International Workshop on Education Technology and Computer Science, ETCS 2009"
"4170","Fast release/capture sampling in large-scale sensor networks","Shen, H., Jegelka, S., Gretton, A.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-69349091999&partnerID=40&md5=067e78e16bddeca0a9a829112328c0a7","IEEE Transactions on Signal Processing"
"4171","Software testing and test development: An approach from developer's perspective","Brase, J., Farquhar, A., Gastl, A., Gruttemeier, H., Heijne, M., Heller, A., Piguet, A., Rombouts, J., Sandfaer, M., Sens, I.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-69549113049&partnerID=40&md5=40aaac0a4b63aa8e1bae857caed54152","Information Services and Use"
"4172","Software cost model considering reliability and time of software in use","Bao, T., Jones, M.D.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-69949099048&partnerID=40&md5=dc4b301ece35d40f65fc2a575a62afa6","IEEE International Conference on Software Testing, Verification, and Validation Workshops, ICSTW 2009"
"4173","A NHPP software reliability growth model considering learning process and number of residual faults","Korel, B., Koutsogiannakis, G.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-69949083461&partnerID=40&md5=c76386481450daf63fe22db08f47b7d1","IEEE International Conference on Software Testing, Verification, and Validation Workshops, ICSTW 2009"
"4174","DESSERT: A DividE-and-conquer methodology for identifying categorieS, choiceS, and choicE relations for test case generation","Kaminski, G., Ammann, P.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-69949110632&partnerID=40&md5=807808dd56fccc5d8f46086d9c3254e4","IEEE International Conference on Software Testing, Verification, and Validation Workshops, ICSTW 2009"
"4175","In-situ everywhere: A qualitative feedback infrastructure for cross platform home-IT","Grün, B.J.M., Schuler, D., Zeller, A.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-69949100687&partnerID=40&md5=c151b0d42d8bb6ce2ddeabbd89552354","IEEE International Conference on Software Testing, Verification, and Validation Workshops, ICSTW 2009"
"4176","Representations and operators for improving evolutionary software repair","González, A., Piel, É., Gross, H.-G.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-69949100688&partnerID=40&md5=590ad805b597aaa65542469525152d0d","IEEE International Conference on Software Testing, Verification, and Validation Workshops, ICSTW 2009"
"4177","Optimal distributed all pairs shortest paths and applications","Calvagna, A., Gargantini, A.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-69949098212&partnerID=40&md5=106ac041404ec125ea6a741a9c867f73","IEEE International Conference on Software Testing, Verification, and Validation Workshops, ICSTW 2009"
"4178","Combinatorial testing in software projects","Mooij, J., Janzing, D., Peters, J., Schölkopf, B.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70049088324&partnerID=40&md5=8944696dc32d8484a4e221ef09a07f3f","ACM International Conference Proceeding Series"
"4179","A hybrid approach for power quality monitoring","Peters, J., Janzing, D., Gretton, A., Schölkopf, B.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70049108542&partnerID=40&md5=a190132373d920d7f6418239a78f9aaf","ACM International Conference Proceeding Series"
"4180","DrugLogit: Logistic discrimination between drugs and nondrugs including disease-specificity by assigning probabilities based on molecular properties","Sun, Z., Tan, T.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350622599&partnerID=40&md5=a6be53b5c882725e2c7e0cda356d979b","IEEE Transactions on Pattern Analysis and Machine Intelligence"
"4181","Combining model-based and combinatorial testing for effective test case generation","Robinson, W.N.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70049087518&partnerID=40&md5=73fcbccd47bb12065caa9ea728220ba5","IEEE Software"
"4182","Swarm testing","Schneidewind, N.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70149087953&partnerID=40&md5=cbcc3ea637921e42a0a219c3e7145f79","Software Testing Verification and Reliability"
"4183","Evolutionary testing of autonomous software agents","Voevodski, K., Teng, S.-H., Xia, Y.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449359805&partnerID=40&md5=c91099e8be589807a59f3afd95f63181","BMC Bioinformatics"
"4184","Model-based testing of Internet e-mail protocols","Paradells, J., Vilaseca, J., Casademont, J.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349130248&partnerID=40&md5=84035159c6a60095b47b5525c3cd893c","Proceedings of the International Conference on Advances in Computing, Communication and Control, ICAC3'09"
"4185","Mutation based test case generation via a path selection strategy","Kpodjedo, S., Ricca, F., Antoniol, G., Galinier, P.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349283484&partnerID=40&md5=ef76bc3e72493f21d489962cf5d2a430","Proceedings - 1st International Symposium on Search Based Software Engineering, SSBSE 2009"
"4186","Multi-layer task graph clustering for mapping and scheduling onto embedded systems","Jia, Y., Harman, M.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-67650177054&partnerID=40&md5=9343680c695179f22a46b920fd8ab310","Information and Software Technology"
"4187","Exploring causal relationships with streaming features","Adrianto, I., Trafalis, T.B., Lakshmanan, V.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-74949095350&partnerID=40&md5=09e5733f010a49d712a0d7bed561553a","International Journal of General Systems"
"4188","On generating mutants for AspectJ programs","Chung, G.Y.-C.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349464777&partnerID=40&md5=92ab9d2dafa076953e63cfd2e032d05e","Journal of Biomedical Informatics"
"4189","The Gestalt heuristic: Emerging abstraction to improve combinatorial search","Akoglu, L., Faloutsos, C.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-68749098468&partnerID=40&md5=989df28ccdf17c26fa315c53655a9ed6","Data Mining and Knowledge Discovery"
"4190","Large variation in electrostatic contours upon addition of steric parameters and the effect of charge calculation schemes in CoMFA on mutagenicity of MX analogues","Hassanzadeh, O., Miller, R.J.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349826301&partnerID=40&md5=e4d016b147ce16dd39d83367170965b3","VLDB Journal"
"4191","Extracting information networks from the blogosphere","Balnaves, E., Chehade, M.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-74549161480&partnerID=40&md5=42d0ed1fc3a9c3585d04671249313711","Electronic Library"
"4192","A new approach to aflatoxin detection in chili pepper by machine vision","Sharan, A., Gupta, S.L.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349487176&partnerID=40&md5=b6f11cf9dbdc05f11c6628aad180ad1f","Proceedings - 2009 International Conference on Information Management and Engineering, ICIME 2009"
"4193","Wrapper positive Bayesian network classifiers","Moussiades, L., Vakali, A.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349605832&partnerID=40&md5=d5a4cd58d6425d47c23f54b6498449a0","Proceedings of the 2009 3rd International Conference on Research Challenges in Information Science, RCIS 2009"
"4194","A compositional scheme and framework for safety critical systems verification","Besozzi, D., Cazzaniga, P., Dugo, M., Pescini, D., Mauri, G.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-79251549558&partnerID=40&md5=8ee595b24ad1f71c50ba8a2b60014956","Electronic Proceedings in Theoretical Computer Science, EPTCS"
"4195","Testing the significance of spatio-temporal teleconnection patterns","Van den Berg, B.H.J., Thanthiriwatte, C., Manda, P., Bridges, S.M.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449367105&partnerID=40&md5=5a5eeac568c9dbf4e43d2defde5af1a9","BMC Bioinformatics"
"4196","Estimating local false discovery rates to identify the differentially expressed genes in microarrays","Marri, M.R., Xie, T., Tillmann, N., De Halleux, J., Schulte, W.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349676206&partnerID=40&md5=81b34c3f2212f9f770dfaceb2848ac80","Proceedings of the 2009 ICSE Workshop on Automation of Software Test, AST 2009"
"4197","Interval arithmetic-based simple linear regression between interval data: Discussion and sensitivity analysis on the choice of the metric","Jones, J.A., Grechanik, M., Van der Hoek, A.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349743827&partnerID=40&md5=f68349ffc88b46365119dbe1033a30b1","Proceedings of the 2009 ICSE Workshop on Cooperative and Human Aspects on Software Engineering, CHASE 2009"
"4198","A generic quantitative relationship between quality of experience and packet loss in video streaming services","Çaǧlayan, B., Bener, A., Koch, S.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349750062&partnerID=40&md5=3ce5810292ee97e74e54cb91cb2d3c1c","Proceedings of the 2009 ICSE Workshop on Emerging Trends in Free/Libre/Open Source Software Research and Development, FLOSS 2009"
"4199","On the optimality of binning for distributed hypothesis testing","Schwarz, E., Leweke, F.M., Bahn, S., Liò, P.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449512759&partnerID=40&md5=0af3210aa6a066be22e3801feb56fb1c","BMC Bioinformatics"
"4200","Experience generation in Tic-Tac-Toe for general game learning","Yang, B., Huang, J., Liu, D., Liu, J.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349814216&partnerID=40&md5=101c295fd3fb9786ffc47dda09a72968","Proceedings of the 2009 International Conference on Advances in Social Network Analysis and Mining, ASONAM 2009"
"4201","Modeling discrete event system with distributions using SystemVerilog","Chen, J., Zaï, O.R., Goebel, R.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349826463&partnerID=40&md5=8c27e679513a764b627ab22ac8aa202e","Proceedings of the 2009 International Conference on Advances in Social Network Analysis and Mining, ASONAM 2009"
"4202","Defining and evaluating network communities based on ground-truth","Schumann, A., Sachenbacher, M., Huang, J.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349770693&partnerID=40&md5=09074914d7bed59a7af704e3537c1800","Electronic Notes in Theoretical Computer Science"
"4203","Learning Bayesian networks from Markov random fields: An efficient algorithm for linear models","Staab, E., Engel, T.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349971098&partnerID=40&md5=ca45662b516e1e21a302defacdf16846","2009 9th IEEE/ACM International Symposium on Cluster Computing and the Grid, CCGRID 2009"
"4204","Probabilistic contracts for component-based design","Boldrini, E., Ferrández, S., Izquierdo, R., Tomás, D., Ferrández, O., Vicedo, J.L.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349978787&partnerID=40&md5=e7a4aeac71d95d345a992f5d679db3dc","Proceedings - 2009 2nd Conference on Human System Interactions, HSI '09"
"4205","Considering detection effort and correction effort for software reliability analysis","Guilbault, N., Guha, R.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350046790&partnerID=40&md5=afd358be1c982d952c7d8c5154e9dcb5","2009 IEEE International Conference on Intelligence and Security Informatics, ISI 2009"
"4206","An enhanced remote authentication scheme to mitigate man-in-the-browser attacks","Zhao, Y., Sun, J.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-77249141652&partnerID=40&md5=78223d35db9a3a038b8638a75a12f309","Journal of Systems Engineering and Electronics"
"4207","Predictive combinations of monitor alarms preceding in-hospital code blue events","Van Hoorn, W.P., Bell, A.S.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350508203&partnerID=40&md5=38f436a20d9415a5bd79b483eab4a77e","Journal of Chemical Information and Modeling"
"4208","Reducing test effort: A systematic mapping study on existing approaches","Margaritis, D., Bromberg, F.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449455407&partnerID=40&md5=23027179fcebf174a7e44b655038b972","Computational Intelligence"
"4209","Design and validation of a light inference system to support embedded context reasoning","Drozdov, A.Y., Novikov, S.V.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-75149133299&partnerID=40&md5=7dc29aaecf549cec40785307f9c396d7","Programming and Computer Software"
"4210","The hidden models of model checking","Podgorelec, V.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-72849116079&partnerID=40&md5=22c337c858df986e8944b77dd423e765","WSEAS Transactions on Information Science and Applications"
"4211","Heuristics for puzzle-based storage systems driven by a limited set of automated guided vehicles","Ding, Y., Yan, E., Frazho, A., Caverlee, J.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349914258&partnerID=40&md5=38604649d70781ce0807d5d154453386","Journal of the American Society for Information Science and Technology"
"4212","Finding buffer overflow inducing loops in binary executables","Chen, Y., Probert, R.L., Ural, H.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-73349090604&partnerID=40&md5=9d265d0197fe45a26cd9588339c0ddcc","Journal of Software Maintenance and Evolution"
"4213","Test data reduction based on dominance relations of target statements","Ruan, S., Zhou, Y., Yu, F., Pattipati, K.R., Willett, P., Patterson-Hine, A.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-77952864548&partnerID=40&md5=4bad7bda405edaa9c7c575e1e304c813","IEEE Transactions on Systems, Man, and Cybernetics Part A:Systems and Humans"
"4214","Augmented dynamic symbolic execution","Abreu, R., Zoeteweij, P., Golsteijn, R., van Gemund, A.J.C.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-71749095111&partnerID=40&md5=b826fd848dd9617fe4d306d585e642c3","Journal of Systems and Software"
"4215","Overview of TASE 2012 talk on search based software engineering","Romero, C., Ventura, S., Zafra, A., Bra, P.d.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-67650245090&partnerID=40&md5=ac0f719af5dbbc2edd8bd496beb559ff","Computers and Education"
"4216","The GISMOE challenge: Constructing the pareto program surface using genetic programming to find better programs (Keynote Paper)","Du, T.C., Li, F., King, I.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-72049093505&partnerID=40&md5=23eee948d514e0e1d08709d03cf21fd5","Decision Support Systems"
"4217","Copula-based kernel dependency measures","Calvagna, A., Gargantini, A., Tramontana, E.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350406168&partnerID=40&md5=e01307030399d8c3bfe60f3e597c3704","Proceedings of the Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE"
"4218","Fast prediction of new feature utility","Pasternak, B., Tyszberowicz, S., Yehudai, A.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350385355&partnerID=40&md5=74e2cd8665367a0594978642db250713","International Journal on Software Tools for Technology Transfer"
"4219","Dynamic multimedia creation using knowledge content driven database","Wu, X., Qian, P.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350450213&partnerID=40&md5=9e8e6e26e0f09b64e3e6c3f755af78b2","Proceedings of 2009 4th International Conference on Computer Science and Education, ICCSE 2009"
"4220","Cross-stratum optimization aware provisioning algorithm for cloud data centers","D'Aubeterre, F., Iyer, L.S., Singh, R.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350633746&partnerID=40&md5=508e29dd870e09a643626a191746d363","Proceedings of the 4th International Conference on Design Science Research in Information Systems and Technology, DESRIST '09"
"4221","Optimizing software integration by considering integration test complexity and test effort","Wei, Z., Sun, W., Wang, K., Hakonarson, H.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350664664&partnerID=40&md5=b0031723a49a5b17b12126aab946d819","Bioinformatics"
"4222","EqMutDetect - A tool for equivalent mutant detection in embedded systems","Andersen, R., Peres, Y.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350668819&partnerID=40&md5=a60067a50f0a64afdfb8d74f64f18683","Proceedings of the Annual ACM Symposium on Theory of Computing"
"4223","Formal analysis of the probability of interaction fault detection using random testing","Tang, J., Sun, J., Wang, C., Yang, Z.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350639694&partnerID=40&md5=f248206e0c7c3d635f3b1cbeae436af6","Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining"
"4224","A scalable accounting solution for prepaid services in cloud systems","Laclavík, M., Šeleng, M., Ciglan, M., Hluchý, L.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70349848200&partnerID=40&md5=07c0a17b43d05d2f198c34691ade41da","Computing and Informatics"
"4225","Simplifying hands-on teaching of distributed algorithms with SPLAY","Vaishnavi, V.K., Vandenberg, A., Zhang, Y., Duraisamy, S.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350662684&partnerID=40&md5=f495db30846978f1621e33a98e5a16a2","Proceedings of the 4th International Conference on Design Science Research in Information Systems and Technology, DESRIST '09"
"4226","Financial software on GPUs: Between Haskell and Fortran","Xu, B.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350714473&partnerID=40&md5=ce7eb5420293f7e91e18fc6ef3536f63","2009 International Symposium on Intelligent Ubiquitous Computing and Education, IUCE 2009"
"4227","QSAR classification model for antibacterial compounds and its use in virtual screening","Hou, C., Cui, G., Liu, H., Yang, X.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350710272&partnerID=40&md5=996abd290423de3fba8a7cadb53c14d6","Proceedings of the 2009 8th IEEE/ACIS International Conference on Computer and Information Science, ICIS 2009"
"4228","Dynamic adaptive search based software engineering","Lin, Z., Wang, H., McClean, S., Wang, H.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70350741379&partnerID=40&md5=05d783ce5d6d5ec2f4d494eb51a759b0","Proceedings of the 2009 International Conference on Machine Learning and Cybernetics"
"4229","Negative emotions detection as an indicator of dialogs quality in call centers","Huang, W., Yuan, B., Zhou, X., Fang, H.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449107106&partnerID=40&md5=8a2dfac2a9b1bfc30ac3cc2fa98262f1","Proceedings - 2009 2nd IEEE International Conference on Computer Science and Information Technology, ICCSIT 2009"
"4230","Thai sign language translation system using upright speed-up robust feature and c-means clustering","Zhou, W., Chu, J., Hu, N.W.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449093991&partnerID=40&md5=22411e937646966233f9e3dd516e2629","Proceedings - 2009 2nd IEEE International Conference on Computer Science and Information Technology, ICCSIT 2009"
"4231","A fuzzy logic approach for learning daily human activities in an Ambient Intelligent Environment","Barrett, A., Dvorak, D.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449124730&partnerID=40&md5=4768834822f8ad0dd56814e7f2dc109a","Proceedings - 2009 3rd IEEE International Conference on Space Mission Challenges for Information Technology, SMC-IT 2009"
"4232","Pattern characterization in multivariate data series using fuzzy logic: Applications to e-health","Wang, C., Zhao, G., Dai, Y.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449084745&partnerID=40&md5=cfa287dd6927fa95f3d578bdf4ad27e0","Proceedings - 2009 2nd IEEE International Conference on Computer Science and Information Technology, ICCSIT 2009"
"4233","Neighborhood distance and its application in image fusion","Candore, A., Kocabas, O., Koushanfar, F.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449127254&partnerID=40&md5=c7622781c0c360ebd10316e7754bd820","2009 IEEE International Workshop on Hardware-Oriented Security and Trust, HOST 2009"
"4234","Let's move: Adding arbitrary mobility to WSN testbeds","Yang, H., Pattal, M.I.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449129437&partnerID=40&md5=3575060eea131db4e3de9923ba7fa529","2009 WRI World Congress on Computer Science and Information Engineering, CSIE 2009"
"4235","Context-aware instant messenger with integrated scheduling planner","He, T., Jing, X., Kunmei, L., Ying, Z.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449122699&partnerID=40&md5=0fe78538903265ba5f6a9e1f090b0d51","Proceedings - 2009 2nd IEEE International Conference on Computer Science and Information Technology, ICCSIT 2009"
"4236","A strategy designed for scheduling period tasks with only inter- iteration dependencies using TORSCHE","Gang, L., Litao, H.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-71049140465&partnerID=40&md5=32f3efe48ffb9026464f1bbbd72f7b37","2009 WRI World Congress on Computer Science and Information Engineering, CSIE 2009"
"4237","Nonparametric bivariate copula estimation based on shape-restricted support vector regression","Wang, Y., Gu, D., Liu, J., Tian, X., Li, J.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-71049149559&partnerID=40&md5=8d919c7189f9c7d5c3e73fe0776386f9","Proceedings - 2009 International Symposium on Information Engineering and Electronic Commerce, IEEC 2009"
"4238","Oil palm fresh fruit bunch ripeness classification using artificial neural network","Preuße, S., Hanisch, H.M.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-71049194819&partnerID=40&md5=6f5be1ff242f883097d6621bcc165cd2","IEEE International Conference on Industrial Informatics (INDIN)"
"4239","A Bayesian stochastic search method for discovering Markov boundaries","Tantipathananandh, C., Berger-Wolf, T.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-71049169334&partnerID=40&md5=f156504e072f39fcbb9d0f6735c4cf0d","Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining"
"4240","Selecting mutation operators with a multiobjective approach","Shin, J., Kim, J., Ivezic, N.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449389021&partnerID=40&md5=f059bb44436cc4152687cb0cfa8f5e24","2009 IEEE International Conference on Information Reuse and Integration, IRI 2009"
"4241","Distributed orientation agreement in a group of robots","Marcus, A., Davidzon, G., Law, D., Verma, N., Fletcher, R., Khan, A., Sarmenta, L.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449421552&partnerID=40&md5=957f79d5b936a3a99fdd7a4aa028506b","Proceedings - 2009 1st International Workshop on Near Field Communication, NFC 2009"
"4242","A non-parametric software reliability modeling approach by using gene expression programming","Ling, C.-X., Zhang, H.-G., Lin, H.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449378945&partnerID=40&md5=b6865b6b01bad598b2db6f047d6c7198","Proceedings of the 2009 WRI Global Congress on Intelligent Systems, GCIS 2009"
"4243","Regression test suite prioritization using system models","McCaffrey, J.D.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449353671&partnerID=40&md5=b2884b4c675c756d673c874971f46a2a","2009 IEEE International Conference on Information Reuse and Integration, IRI 2009"
"4244","Global search algorithms using a combinatorial unranking-based problem representation for the critical node detection problem","Reveilhac, M., Pasquet, M.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449458040&partnerID=40&md5=09df0238bfebbbf35a16cfdf92774ab4","Proceedings - 2009 1st International Workshop on Near Field Communication, NFC 2009"
"4245","T-wise combinatorial interaction test suites construction based on coverage inheritance","AsSadhan, B., Moura, J.M.F., Lapsley, D., Jones, C., Strayer, W.T.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449416204&partnerID=40&md5=3d9991fb0ecff3d4c32836df2170003d","Proceedings - 2009 8th IEEE International Symposium on Network Computing and Applications, NCA 2009"
"4246","GSA: A GPU-Accelerated structure similarity algorithm and its application in progressive virtual screening","Anandasivam, A., Buschek, S., Buyya, R.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449399663&partnerID=40&md5=4b9c3a4adc1df0f3236f9f8110af1a87","2009 IEEE Conference on Commerce and Enterprise Computing, CEC 2009"
"4247","Optimal timepoint sampling in high-throughput gene expression experiments","Kaklauskas, A., Vlasenko, A., Seniut, M., Krutinis, M.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449435994&partnerID=40&md5=9a718d7aba430eafbb36ad6c8502511d","Proceedings - 2009 9th IEEE International Conference on Advanced Learning Technologies, ICALT 2009"
"4248","A Graphical Modelling Approach to the Dissection of Highly Correlated Transcription Factor Binding Site Profiles","El Rabih, D., Pekergin, N.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449359524&partnerID=40&md5=6a4d836746b4831509936dfacaacc38d","Proceedings - 2009 2nd International Conference on Dependability, DEPEND 2009"
"4249","Community identification based on a new approximate personalized pagerank algorithm","Doré, P.-E., Martin, A., Abi-Zeid, I., Jousselme, A.-L., Maupin, P.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449344615&partnerID=40&md5=0cecfc197a9490ce3c52316103cb5198","2009 12th International Conference on Information Fusion, FUSION 2009"
"4250","Simultaneous classification and community detection on heterogeneous network data","Zhang, P., Zhu, D., Luan, J.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449450346&partnerID=40&md5=48a93342738abbb136c9ab97d2d771d4","Proceedings of the 2009 International Joint Conference on Computational Sciences and Optimization, CSO 2009"
"4251","A logic based analysis on trust negotiation policies","Martínez-Rego, D., Fontenla-Romero, O., Porto-Díaz, I., Alonso-Betanzos, A.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449370296&partnerID=40&md5=f5fe11e32b81949b9c9c853134a1eae2","Proceedings of the International Joint Conference on Neural Networks"
"4252","Split-node on overlapping community in dense social networks","Choudhury, S., Gaur, D.R., Krishnamurti, R.","2009","https://www.scopus.com/inward/record.url?eid=2-s2.0-70449441880&partnerID=40&md5=0eb71eb5fa7d02bd741ef29476abbd51","Proceedings of the 2009 International Joint Conference on Computational Sciences and Optimization, CSO 2009"
